order_id,order_date,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,total_amount,order_month,order_year,revenue,discount_amount,net_sales,cost_price,profit
O01556,2024-09-03,C0537,P0784,S039,In-Store,1,285.28,0.2,228.22,9,2024,285.28,0.57,284.71,163.18,122.1
O01557,2025-01-27,C0706,P0454,Online,In-Store,2,57.81,0.2,92.5,1,2025,115.62,0.23,115.39,39.64,36.34
O01558,2025-09-18,C0299,P0846,Online,Online,1,257.54,0.0,257.54,9,2025,257.54,0.0,257.54,178.48,79.06
O01559,2024-12-29,C0527,P0343,S018,In-Store,1,135.09,0.05,128.34,12,2024,135.09,0.07,135.02,81.63,53.46
O01560,2024-11-02,C0071,P1076,Online,Online,1,67.84,0.05,64.45,11,2024,67.84,0.03,67.81,57.08,10.76
O01561,2024-07-27,C0108,P0273,Online,Online,3,125.14,0.0,375.42,7,2024,375.42,0.0,375.42,85.9,117.72
O01562,2025-06-05,C0621,P0293,S041,In-Store,2,259.84,0.0,519.68,6,2025,519.68,0.0,519.68,179.45,160.78
O01563,2024-09-15,C0639,P0189,Online,Online,2,177.09,0.0,354.18,9,2024,354.18,0.0,354.18,159.18,35.82
O01564,2024-11-30,C0532,P0501,S031,In-Store,1,310.14,0.05,294.63,11,2024,310.14,0.16,309.98,170.77,139.37
O01565,2025-03-08,C0566,P0948,S034,In-Store,1,335.29,0.05,318.53,3,2025,335.29,0.17,335.12,176.34,158.95
O01566,2025-11-26,C0413,P1062,S042,In-Store,2,206.93,0.2,331.09,11,2025,413.86,0.83,413.03,127.71,158.44
O01567,2024-07-14,C0185,P0716,S020,In-Store,2,380.68,0.1,685.22,7,2024,761.36,0.76,760.6,192.9,375.56
O01568,2025-04-06,C0371,P1151,S030,In-Store,1,258.14,0.05,245.23,4,2025,258.14,0.13,258.01,196.34,61.8
O01569,2025-11-30,C0584,P0066,S039,In-Store,1,224.19,0.0,224.19,11,2025,224.19,0.0,224.19,172.43,51.76
O01570,2024-09-25,C0794,P0928,Online,In-Store,1,175.55,0.05,166.77,9,2024,175.55,0.09,175.46,114.06,61.49
O01571,2024-05-13,C0401,P0108,S011,In-Store,2,29.29,0.2,46.86,5,2024,58.58,0.12,58.46,26.08,6.42
O01572,2025-02-06,C0660,P0960,Online,Online,1,169.27,0.2,135.42,2,2025,169.27,0.34,168.93,102.95,66.32
O01573,2025-09-05,C0203,P0907,S046,In-Store,1,221.46,0.05,210.39,9,2025,221.46,0.11,221.35,177.15,44.31
O01574,2024-10-27,C0671,P1193,S053,In-Store,2,169.77,0.0,339.54,10,2024,339.54,0.0,339.54,104.94,129.66
O01575,2024-05-16,C0176,P0317,S036,In-Store,2,171.54,0.05,325.93,5,2024,343.08,0.17,342.91,89.36,164.36
O01576,2024-06-04,C0175,P0206,S051,In-Store,2,44.72,0.1,80.5,6,2024,89.44,0.09,89.35,38.98,11.48
O01577,2024-05-14,C0599,P0154,S015,In-Store,2,179.52,0.05,341.09,5,2024,359.04,0.18,358.86,112.41,134.22
O01578,2025-03-07,C0170,P0665,S044,In-Store,1,9.37,0.05,8.9,3,2025,9.37,0.0,9.37,8.49,0.88
O01579,2025-01-07,C0553,P0416,S017,In-Store,1,166.68,0.1,150.01,1,2025,166.68,0.17,166.51,149.54,17.14
O01580,2025-01-06,C0125,P1001,S029,In-Store,1,125.39,0.2,100.31,1,2025,125.39,0.25,125.14,0.0,67.74
O01581,2024-06-02,C0402,P0593,Online,Online,3,71.58,0.0,214.74,6,2024,214.74,0.0,214.74,37.74,101.52
O01582,2025-03-19,C0267,P0519,S017,In-Store,3,89.59,0.2,215.02,3,2025,268.77,0.54,268.23,53.32,108.81
O01583,2024-12-21,C0742,P0238,Online,Online,2,30.72,0.2,49.15,12,2024,61.44,0.12,61.32,27.46,6.52
O01584,2025-05-26,C0596,P0898,Online,Online,2,204.25,0.05,388.07,5,2025,408.5,0.2,408.3,167.86,72.78
O01585,2024-09-16,C0165,P0113,S042,In-Store,2,238.0,0.2,380.8,9,2024,476.0,0.95,475.05,128.94,218.12
O01586,2025-08-09,C0509,P0230,Online,Online,1,73.43,0.1,66.09,8,2025,73.43,0.07,73.36,47.04,26.39
O01587,2025-07-19,C0571,P1062,Online,Online,1,206.93,0.05,196.58,7,2025,206.93,0.1,206.83,127.71,79.22
O01588,2025-02-14,C0691,P0201,Online,Online,3,63.7,0.1,171.99,2,2025,191.1,0.19,190.91,52.5,33.6
O01589,2024-12-03,C0572,P0111,S011,In-Store,1,184.61,0.0,184.61,12,2024,184.61,0.0,184.61,108.89,75.72
O01590,2024-08-21,C0271,P1135,S051,In-Store,3,65.37,0.2,156.89,8,2024,196.11,0.39,195.72,0.0,67.74
O01591,2025-01-18,C0518,P1165,S043,In-Store,1,111.55,0.05,105.97,1,2025,111.55,0.06,111.49,73.86,37.69
O01592,2024-07-10,C0739,P0762,S022,In-Store,3,116.9,0.05,333.17,7,2024,350.7,0.18,350.52,69.03,143.61
O01593,2024-12-22,C0547,P0807,S051,In-Store,1,135.25,0.0,135.25,12,2024,135.25,0.0,135.25,80.88,54.37
O01594,2024-07-23,C0284,P0618,Online,Online,2,223.33,0.2,357.33,7,2024,446.66,0.89,445.77,167.65,111.36
O01595,2024-10-07,C0586,P1175,S029,In-Store,1,26.47,0.0,26.47,10,2024,26.47,0.0,26.47,23.03,3.44
O01596,2025-01-31,C0166,P0430,S036,In-Store,1,126.13,0.0,126.13,1,2025,126.13,0.0,126.13,78.96,47.17
O01597,2025-05-02,C0152,P1182,Online,Online,2,275.08,0.1,495.14,5,2025,550.16,0.55,549.61,167.92,214.32
O01598,2024-09-22,C0094,P0620,Online,Online,3,263.03,0.1,710.18,9,2024,789.09,0.79,788.3,158.38,313.95
O01599,2024-04-15,C0752,P1047,Online,Online,1,126.31,0.05,119.99,4,2024,126.31,0.06,126.25,79.41,46.9
O01600,2025-10-09,C0590,P0851,S005,In-Store,1,70.32,0.05,66.8,10,2025,70.32,0.04,70.28,37.63,32.69
O01601,2025-01-26,C0511,P0190,S007,In-Store,1,232.24,0.05,220.63,1,2025,232.24,0.12,232.12,136.2,96.04
O01602,2024-08-07,C0648,P0309,S007,In-Store,1,364.92,0.05,346.67,8,2024,364.92,0.18,364.74,199.47,165.45
O01603,2025-02-16,C0703,P0942,S048,In-Store,2,193.87,0.05,368.35,2,2025,387.74,0.19,387.55,173.54,40.66
O01604,2025-02-05,C0620,P0182,Online,Online,2,60.65,0.2,97.04,2,2025,121.3,0.24,121.06,47.71,25.88
O01605,2025-05-03,C0132,P0370,Online,Online,1,106.39,0.0,106.39,5,2025,106.39,0.0,106.39,58.2,48.19
O01606,2025-09-18,C0740,P0702,S059,In-Store,3,286.8,0.2,688.32,9,2025,860.4,1.72,858.68,178.57,324.69
O01607,2025-07-19,C0202,P0438,Online,Online,2,270.3,0.05,513.57,7,2025,540.6,0.27,540.33,193.94,152.72
O01608,2025-08-17,C0345,P0426,S042,In-Store,1,289.27,0.05,274.81,8,2025,289.27,0.14,289.13,184.02,105.25
O01609,2025-06-10,C0681,P0617,S006,In-Store,1,43.85,0.05,41.66,6,2025,43.85,0.02,43.83,29.61,14.24
O01610,2025-01-18,C0288,P0360,Online,Online,1,46.47,0.1,41.82,1,2025,46.47,0.05,46.42,26.3,20.17
O01611,2025-01-25,C0571,P0808,S008,In-Store,1,276.8,0.1,249.12,1,2025,276.8,0.28,276.52,185.54,91.26
O01612,2025-12-21,C0590,P0668,S009,In-Store,2,153.87,0.1,276.97,12,2025,307.74,0.31,307.43,89.56,128.62
O01613,2024-12-19,C0017,P0510,Online,Online,2,156.58,0.1,281.84,12,2024,313.16,0.31,312.85,142.22,28.72
O01614,2025-04-25,C0358,P0779,S004,In-Store,1,113.02,0.0,113.02,4,2025,113.02,0.0,113.02,78.45,34.57
O01615,2025-11-14,C0219,P1165,S008,In-Store,2,111.55,0.2,178.48,11,2025,223.1,0.45,222.65,73.86,75.38
O01616,2025-01-29,C0794,P0199,Online,Online,2,115.92,0.2,185.47,1,2025,231.84,0.46,231.38,58.8,114.24
O01617,2025-09-16,C0282,P0390,S022,In-Store,3,178.02,0.1,480.65,9,2025,534.06,0.53,533.53,0.0,67.74
O01618,2025-09-06,C0396,P0628,S008,In-Store,2,112.51,0.05,213.77,9,2025,225.02,0.11,224.91,63.59,97.84
O01619,2024-11-29,C0265,P0153,S049,In-Store,2,56.67,0.05,107.67,11,2024,113.34,0.06,113.28,28.68,55.98
O01620,2025-06-16,C0493,P0110,S023,In-Store,2,280.19,0.05,532.36,6,2025,560.38,0.28,560.1,170.81,218.76
O01621,2025-02-28,C0570,P1013,Online,Online,2,325.64,0.05,618.72,2,2025,651.28,0.33,650.95,185.11,281.06
O01622,2024-09-29,C0062,P0907,S005,In-Store,3,221.46,0.2,531.5,9,2024,664.38,1.33,663.05,177.15,132.93
O01623,2025-08-21,C0604,P0045,S008,In-Store,1,198.66,0.05,188.73,8,2025,198.66,0.1,198.56,171.01,27.65
O01624,2025-03-21,C0543,P0219,S016,In-Store,1,125.63,0.05,119.35,3,2025,125.63,0.06,125.57,73.95,51.68
O01625,2025-07-09,C0700,P0015,Online,Online,1,157.98,0.1,142.18,7,2025,157.98,0.16,157.82,82.15,75.83
O01626,2025-04-06,C0060,P0255,Online,Online,2,21.15,0.1,38.07,4,2025,42.3,0.04,42.26,17.85,6.6
O01627,2025-04-06,C0415,P1016,S049,In-Store,3,321.0,0.2,770.4,4,2025,963.0,1.93,961.07,186.81,402.57
O01628,2025-04-13,C0636,P0631,S023,In-Store,1,30.95,0.2,24.76,4,2025,30.95,0.06,30.89,17.8,13.15
O01629,2025-05-12,C0797,P0712,S027,In-Store,1,124.0,0.05,117.8,5,2025,124.0,0.06,123.94,108.42,15.58
O01630,2024-09-26,C0257,P0982,S008,In-Store,1,83.76,0.1,75.38,9,2024,83.76,0.08,83.68,51.39,32.37
O01631,2025-10-06,C0002,P0226,Online,Online,2,122.21,0.0,244.42,10,2025,244.42,0.0,244.42,86.87,70.68
O01632,2025-03-20,C0396,P1053,Online,Online,2,94.13,0.05,178.85,3,2025,188.26,0.09,188.17,74.28,39.7
O01633,2025-03-15,C0754,P0844,S006,In-Store,2,106.04,0.2,169.66,3,2025,212.08,0.42,211.66,72.11,67.86
O01634,2025-05-05,C0781,P0184,S027,In-Store,1,207.61,0.0,207.61,5,2025,207.61,0.0,207.61,118.02,89.59
O01635,2025-02-01,C0529,P0199,S042,In-Store,1,115.92,0.1,104.33,2,2025,115.92,0.12,115.8,58.8,57.12
O01636,2025-03-08,C0151,P0093,Online,Online,2,243.56,0.0,487.12,3,2025,487.12,0.0,487.12,140.32,206.48
O01637,2024-09-10,C0721,P0124,S012,In-Store,1,76.7,0.0,76.7,9,2024,76.7,0.0,76.7,57.83,18.87
O01638,2025-03-01,C0104,P0504,Online,Online,4,23.22,0.05,88.24,3,2025,92.88,0.05,92.83,13.96,37.04
O01639,2025-04-25,C0048,P0589,S033,In-Store,2,138.7,0.1,249.66,4,2025,277.4,0.28,277.12,78.78,119.84
O01640,2024-12-28,C0204,P0820,Online,Online,1,310.73,0.05,295.19,12,2024,310.73,0.16,310.57,0.0,67.74
O01641,2025-11-30,C0578,P0891,Online,Online,1,183.58,0.1,165.22,11,2025,183.58,0.18,183.4,115.51,68.07
O01642,2025-01-10,C0720,P0879,S031,In-Store,1,168.21,0.0,168.21,1,2025,168.21,0.0,168.21,148.84,19.37
O01643,2025-02-16,C0574,P0011,S042,In-Store,1,144.13,0.05,136.92,2,2025,144.13,0.07,144.06,109.16,34.97
O01644,2024-06-15,C0160,P0900,S053,In-Store,3,18.92,0.2,45.41,6,2024,56.76,0.11,56.65,14.57,13.05
O01645,2025-04-16,C0447,P0304,Online,Online,2,138.55,0.0,277.1,4,2025,277.1,0.0,277.1,77.54,122.02
O01646,2024-05-02,C0141,P0972,Online,Online,1,113.58,0.0,113.58,5,2024,113.58,0.0,113.58,81.65,31.93
O01647,2024-10-20,C0412,P0849,S019,In-Store,3,111.61,0.1,301.35,10,2024,334.83,0.33,334.5,0.0,67.74
O01648,2025-03-02,C0025,P0138,S003,In-Store,2,87.06,0.2,139.3,3,2025,174.12,0.35,173.77,50.14,73.84
O01649,2025-01-26,C0682,P0957,Online,Online,2,264.21,0.1,475.58,1,2025,528.42,0.53,527.89,192.43,143.56
O01650,2024-08-30,C0766,P0537,S034,In-Store,1,101.98,0.0,101.98,8,2024,101.98,0.0,101.98,76.7,25.28
O01651,2024-04-11,C0576,P0552,S020,In-Store,2,167.38,0.05,318.02,4,2024,334.76,0.17,334.59,94.4,145.96
O01652,2024-10-25,C0724,P0134,S011,In-Store,2,249.13,0.0,498.26,10,2024,498.26,0.0,498.26,182.16,133.94
O01653,2025-06-15,C0623,P1027,Online,Online,1,110.09,0.1,99.08,6,2025,110.09,0.11,109.98,65.53,44.56
O01654,2025-02-17,C0612,P1017,S025,In-Store,4,212.78,0.2,680.9,2,2025,851.12,1.7,849.42,178.39,137.56
O01655,2024-05-08,C0663,P0133,Online,Online,3,50.24,0.2,120.58,5,2024,150.72,0.3,150.42,28.1,66.42
O01656,2025-08-29,C0424,P0782,S047,In-Store,1,43.61,0.1,39.25,8,2025,43.61,0.04,43.57,37.29,6.32
O01657,2024-06-13,C0391,P0203,Online,Online,1,259.84,0.2,207.87,6,2024,259.84,0.52,259.32,158.79,101.05
O01658,2025-03-04,C0050,P0993,S017,In-Store,2,170.79,0.05,324.5,3,2025,341.58,0.17,341.41,99.31,142.96
O01659,2024-08-26,C0178,P0660,S013,In-Store,2,161.23,0.1,290.21,8,2024,322.46,0.32,322.14,128.05,66.36
O01660,2025-06-05,C0116,P0913,S004,In-Store,2,211.23,0.1,380.21,6,2025,422.46,0.42,422.04,105.93,210.6
O01661,2024-04-21,C0441,P0285,Online,Online,2,86.63,0.2,138.61,4,2024,173.26,0.35,172.91,74.63,24.0
O01662,2025-10-10,C0471,P1107,S006,In-Store,2,333.55,0.0,667.1,10,2025,667.1,0.0,667.1,181.41,304.28
O01663,2024-10-14,C0162,P0056,S042,In-Store,3,103.48,0.1,279.4,10,2024,310.44,0.31,310.13,53.97,148.53
O01664,2024-07-06,C0558,P0171,Online,Online,2,268.46,0.2,429.54,7,2024,536.92,1.07,535.85,140.33,256.26
O01665,2025-03-11,C0114,P0171,S001,In-Store,1,268.46,0.1,241.61,3,2025,268.46,0.27,268.19,140.33,128.13
O01666,2025-06-26,C0520,P0062,S054,In-Store,3,234.63,0.0,703.89,6,2025,703.89,0.0,703.89,138.0,289.89
O01667,2025-03-10,C0408,P0532,S008,In-Store,3,49.14,0.05,140.05,3,2025,147.42,0.07,147.35,28.29,62.55
O01668,2024-07-05,C0462,P0729,S047,In-Store,5,183.66,0.05,872.38,7,2024,918.3,0.46,917.84,92.52,455.7
O01669,2025-03-05,C0450,P1038,S059,In-Store,1,95.34,0.0,95.34,3,2025,95.34,0.0,95.34,65.07,30.27
O01670,2024-07-27,C0063,P0052,Online,Online,2,95.71,0.0,191.42,7,2024,191.42,0.0,191.42,77.06,37.3
O01671,2025-01-14,C0327,P0969,S053,In-Store,1,171.98,0.05,163.38,1,2025,171.98,0.09,171.89,90.71,81.27
O01672,2025-10-03,C0389,P1153,Online,Online,2,152.8,0.2,244.48,10,2025,305.6,0.61,304.99,103.2,99.2
O01673,2025-12-29,C0663,P0172,S032,In-Store,1,89.42,0.2,71.54,12,2025,89.42,0.18,89.24,62.21,27.21
O01674,2025-11-01,C0604,P0553,S038,In-Store,3,31.56,0.2,75.74,11,2025,94.68,0.19,94.49,19.59,35.91
O01675,2025-04-19,C0516,P0308,S048,In-Store,1,53.99,0.2,43.19,4,2025,53.99,0.11,53.88,28.91,25.08
O01676,2024-05-25,C0686,P0977,S003,In-Store,1,17.0,0.1,15.3,5,2024,17.0,0.02,16.98,13.56,3.44
O01677,2024-07-12,C0363,P0469,S016,In-Store,1,116.24,0.0,116.24,7,2024,116.24,0.0,116.24,63.55,52.69
O01678,2025-07-25,C0433,P0230,S002,In-Store,1,73.43,0.2,58.74,7,2025,73.43,0.15,73.28,47.04,26.39
O01679,2025-09-16,C0657,P0508,Online,Online,2,35.78,0.1,64.4,9,2025,71.56,0.07,71.49,21.07,29.42
O01680,2024-07-30,C0707,P1132,S021,In-Store,1,117.68,0.2,94.14,7,2024,117.68,0.24,117.44,77.83,39.85
O01681,2025-04-08,C0797,P0942,S054,In-Store,2,193.87,0.2,310.19,4,2025,387.74,0.78,386.96,173.54,40.66
O01682,2025-01-20,C0655,P0092,S059,In-Store,1,210.05,0.2,168.04,1,2025,210.05,0.42,209.63,179.14,30.91
O01683,2024-12-08,C0289,P0770,S015,In-Store,1,221.83,0.1,199.65,12,2024,221.83,0.22,221.61,110.98,110.85
O01684,2024-04-29,C0439,P0052,Online,Online,3,95.71,0.1,258.42,4,2024,287.13,0.29,286.84,77.06,55.95
O01685,2024-08-04,C0454,P0023,Online,Online,2,97.03,0.1,174.65,8,2024,194.06,0.19,193.87,0.0,67.74
O01686,2025-05-19,C0145,P0327,S022,In-Store,1,277.77,0.05,263.88,5,2025,277.77,0.14,277.63,148.17,129.6
O01687,2025-10-01,C0416,P0563,S008,In-Store,1,45.12,0.0,45.12,10,2025,45.12,0.0,45.12,24.87,20.25
O01688,2025-04-23,C0587,P0454,Online,Online,2,57.81,0.2,92.5,4,2025,115.62,0.23,115.39,39.64,36.34
O01689,2025-06-12,C0513,P0466,S056,In-Store,2,135.41,0.2,216.66,6,2025,270.82,0.54,270.28,99.14,72.54
O01690,2024-11-04,C0264,P0809,S048,In-Store,1,127.42,0.2,101.94,11,2024,127.42,0.25,127.17,77.31,50.11
O01691,2025-03-28,C0069,P0870,Online,Online,2,168.73,0.0,337.46,3,2025,337.46,0.0,337.46,125.46,86.54
O01692,2025-11-09,C0075,P0439,S007,In-Store,1,79.07,0.05,75.12,11,2025,79.07,0.04,79.03,0.0,67.74
O01693,2025-12-26,C0773,P0334,Online,In-Store,1,135.83,0.05,129.04,12,2025,135.83,0.07,135.76,118.75,17.08
O01694,2025-10-12,C0110,P0476,Online,Online,1,52.23,0.2,41.78,10,2025,52.23,0.1,52.13,43.43,8.8
O01695,2024-09-22,C0349,P0382,S002,In-Store,2,27.14,0.1,48.85,9,2024,54.28,0.05,54.23,17.04,20.2
O01696,2025-07-25,C0523,P0193,S049,In-Store,2,62.96,0.0,125.92,7,2025,125.92,0.0,125.92,32.26,61.4
O01697,2025-02-24,C0368,P0570,S031,In-Store,1,245.4,0.05,233.13,2,2025,245.4,0.12,245.28,0.0,67.74
O01698,2025-10-29,C0631,P0199,S041,In-Store,1,115.92,0.0,115.92,10,2025,115.92,0.0,115.92,58.8,57.12
O01699,2025-01-04,C0713,P0592,Online,Online,2,57.43,0.2,91.89,1,2025,114.86,0.23,114.63,32.43,50.0
O01700,2025-04-24,C0064,P0962,S030,In-Store,1,166.96,0.0,166.96,4,2025,166.96,0.0,166.96,84.67,82.29
O01701,2025-03-15,C0129,P0529,S036,In-Store,1,135.66,0.0,135.66,3,2025,135.66,0.0,135.66,81.19,54.47
O01702,2025-06-17,C0746,P0005,S029,In-Store,1,112.55,0.05,106.92,6,2025,112.55,0.06,112.49,79.09,33.46
O01703,2025-07-22,C0081,P0906,Online,Online,2,269.33,0.0,538.66,7,2025,538.66,0.0,538.66,150.49,237.68
O01704,2024-05-12,C0334,P0378,S040,In-Store,1,99.58,0.2,79.66,5,2024,99.58,0.2,99.38,76.67,22.91
O01705,2025-03-21,C0559,P0864,Online,In-Store,1,113.48,0.05,107.81,3,2025,113.48,0.06,113.42,63.42,50.06
O01706,2025-09-15,C0595,P0810,S035,In-Store,4,235.44,0.2,753.41,9,2025,941.76,1.88,939.88,143.76,366.72
O01707,2025-05-08,C0518,P0780,S044,In-Store,1,253.19,0.0,253.19,5,2025,253.19,0.0,253.19,194.67,58.52
O01708,2025-02-01,C0602,P0534,S051,In-Store,1,53.64,0.0,53.64,2,2025,53.64,0.0,53.64,29.75,23.89
O01709,2025-09-20,C0628,P0276,S043,In-Store,2,112.54,0.05,213.83,9,2025,225.08,0.11,224.97,60.94,103.2
O01710,2025-07-16,C0703,P0978,S015,In-Store,1,219.94,0.2,175.95,7,2025,219.94,0.44,219.5,174.42,45.52
O01711,2024-12-30,C0045,P0719,Online,Online,1,330.88,0.2,264.7,12,2024,330.88,0.66,330.22,196.36,134.52
O01712,2025-01-29,C0699,P0126,Online,Online,1,201.02,0.2,160.82,1,2025,201.02,0.4,200.62,149.03,51.99
O01713,2025-10-22,C0321,P0509,S045,In-Store,1,222.66,0.05,211.53,10,2025,222.66,0.11,222.55,126.99,95.67
O01714,2025-02-06,C0593,P0532,S038,In-Store,3,49.14,0.0,147.42,2,2025,147.42,0.0,147.42,28.29,62.55
O01715,2025-07-24,C0007,P0100,Online,Online,2,31.75,0.1,57.15,7,2025,63.5,0.06,63.44,21.37,20.76
O01716,2024-10-10,C0305,P1086,S016,In-Store,2,80.63,0.05,153.2,10,2024,161.26,0.08,161.18,69.87,21.52
O01717,2024-12-03,C0385,P0768,S017,In-Store,1,246.33,0.2,197.06,12,2024,246.33,0.49,245.84,148.04,98.29
O01718,2025-02-05,C0420,P0102,S027,In-Store,1,221.14,0.1,199.03,2,2025,221.14,0.22,220.92,153.44,67.7
O01719,2024-10-16,C0572,P0636,S055,In-Store,1,168.98,0.1,152.08,10,2024,168.98,0.17,168.81,119.44,49.54
O01720,2025-02-06,C0453,P0696,S001,In-Store,1,157.7,0.2,126.16,2,2025,157.7,0.32,157.38,103.59,54.11
O01721,2025-02-03,C0315,P0653,S012,In-Store,2,62.89,0.0,125.78,2,2025,125.78,0.0,125.78,48.34,29.1
O01722,2025-08-04,C0248,P0756,Online,Online,2,338.92,0.2,542.27,8,2025,677.84,1.36,676.48,181.6,314.64
O01723,2025-01-30,C0396,P0267,S011,In-Store,1,349.07,0.2,279.26,1,2025,349.07,0.7,348.37,193.29,155.78
O01724,2025-06-21,C0296,P0110,Online,Online,1,280.19,0.1,252.17,6,2025,280.19,0.28,279.91,170.81,109.38
O01725,2025-08-30,C0355,P0468,S000,In-Store,1,146.22,0.2,116.98,8,2025,146.22,0.29,145.93,97.85,48.37
O01726,2025-07-01,C0191,P0242,Online,Online,2,138.25,0.1,248.85,7,2025,276.5,0.28,276.22,108.47,59.56
O01727,2025-11-17,C0780,P0925,S056,In-Store,2,65.74,0.2,105.18,11,2025,131.48,0.26,131.22,48.31,34.86
O01728,2024-10-08,C0485,P0636,S048,In-Store,1,168.98,0.1,152.08,10,2024,168.98,0.17,168.81,119.44,49.54
O01729,2024-09-21,C0399,P0056,Online,Online,2,103.48,0.05,196.61,9,2024,206.96,0.1,206.86,53.97,99.02
O01730,2024-08-28,C0102,P0189,S054,In-Store,2,177.09,0.1,318.76,8,2024,354.18,0.35,353.83,159.18,35.82
O01731,2025-02-25,C0529,P0795,S000,In-Store,1,255.38,0.0,255.38,2,2025,255.38,0.0,255.38,133.58,121.8
O01732,2025-01-23,C0602,P1057,S030,In-Store,2,176.53,0.2,282.45,1,2025,353.06,0.71,352.35,107.05,138.96
O01733,2025-02-03,C0130,P0401,S011,In-Store,4,93.92,0.1,338.11,2,2025,375.68,0.38,375.3,58.66,141.04
O01734,2025-02-10,C0526,P0027,S017,In-Store,1,236.79,0.2,189.43,2,2025,236.79,0.47,236.32,189.64,47.15
O01735,2025-04-30,C0735,P0836,S054,In-Store,2,60.54,0.05,115.03,4,2025,121.08,0.06,121.02,40.86,39.36
O01736,2025-07-17,C0435,P0155,Online,Online,1,114.52,0.0,114.52,7,2025,114.52,0.0,114.52,94.98,19.54
O01737,2025-08-15,C0054,P0417,Online,In-Store,2,56.54,0.2,90.46,8,2025,113.08,0.23,112.85,43.26,26.56
O01738,2024-11-11,C0440,P0708,S046,In-Store,2,157.48,0.2,251.97,11,2024,314.96,0.63,314.33,124.12,66.72
O01739,2024-11-19,C0545,P0098,S022,In-Store,2,120.73,0.05,229.39,11,2024,241.46,0.12,241.34,70.55,100.36
O01740,2025-03-11,C0271,P1052,Online,Online,1,190.93,0.05,181.38,3,2025,190.93,0.1,190.83,126.53,64.4
O01741,2025-06-20,C0570,P0476,S056,In-Store,2,52.23,0.1,94.01,6,2025,104.46,0.1,104.36,43.43,17.6
O01742,2025-01-08,C0770,P0549,Online,Online,3,8.95,0.2,21.48,1,2025,26.85,0.05,26.8,5.29,10.98
O01743,2025-09-09,C0668,P0752,Online,Online,2,273.69,0.2,437.9,9,2025,547.38,1.09,546.29,150.62,246.14
O01744,2025-01-09,C0149,P0403,S004,In-Store,2,115.91,0.0,231.82,1,2025,231.82,0.0,231.82,84.61,62.6
O01745,2025-01-27,C0198,P0315,S028,In-Store,1,193.09,0.1,173.78,1,2025,193.09,0.19,192.9,165.55,27.54
O01746,2025-02-07,C0629,P1006,S039,In-Store,2,262.46,0.0,524.92,2,2025,524.92,0.0,524.92,194.07,136.78
O01747,2025-04-12,C0792,P0815,S015,In-Store,2,186.83,0.1,336.29,4,2025,373.66,0.37,373.29,105.96,161.74
O01748,2025-08-01,C0694,P0340,S001,In-Store,1,68.28,0.05,64.87,8,2025,68.28,0.03,68.25,43.82,24.46
O01749,2024-07-07,C0568,P1103,S010,In-Store,2,180.59,0.0,361.18,7,2024,361.18,0.0,361.18,158.62,43.94
O01750,2025-04-05,C0362,P0025,S003,In-Store,1,83.7,0.0,83.7,4,2025,83.7,0.0,83.7,51.97,31.73
O01751,2024-09-21,C0396,P0505,S016,In-Store,1,231.34,0.1,208.21,9,2024,231.34,0.23,231.11,186.24,45.1
O01752,2025-02-05,C0199,P0067,S050,In-Store,2,310.89,0.05,590.69,2,2025,621.78,0.31,621.47,165.0,291.78
O01753,2025-03-30,C0558,P1030,S017,In-Store,2,115.95,0.05,220.31,3,2025,231.9,0.12,231.78,100.06,31.78
O01754,2025-01-13,C0235,P0625,Online,Online,1,249.56,0.0,249.56,1,2025,249.56,0.0,249.56,178.47,71.09
O01755,2024-05-21,C0732,P0811,S032,In-Store,3,13.23,0.1,35.72,5,2024,39.69,0.04,39.65,7.09,18.42
O01756,2024-07-09,C0068,P0870,S011,In-Store,2,168.73,0.1,303.71,7,2024,337.46,0.34,337.12,125.46,86.54
O01757,2025-07-10,C0686,P0736,Online,Online,1,62.18,0.2,49.74,7,2025,62.18,0.12,62.06,48.13,14.05
O01758,2024-07-09,C0544,P0430,S056,In-Store,1,126.13,0.1,113.52,7,2024,126.13,0.13,126.0,78.96,47.17
O01759,2025-08-13,C0486,P0445,S050,In-Store,1,35.94,0.0,35.94,8,2025,35.94,0.0,35.94,22.48,13.46
O01760,2025-11-26,C0702,P0656,Online,Online,1,192.95,0.0,192.95,11,2025,192.95,0.0,192.95,102.59,90.36
O01761,2024-08-04,C0467,P1028,S016,In-Store,2,233.27,0.2,373.23,8,2024,466.54,0.93,465.61,189.75,87.04
O01762,2024-10-15,C0581,P1186,S037,In-Store,1,227.61,0.05,216.23,10,2024,227.61,0.11,227.5,167.3,60.31
O01763,2025-01-25,C0782,P0124,S020,In-Store,1,76.7,0.2,61.36,1,2025,76.7,0.15,76.55,57.83,18.87
O01764,2025-06-27,C0136,P0981,Online,Online,1,11.42,0.2,9.14,6,2025,11.42,0.02,11.4,7.38,4.04
O01765,2024-08-09,C0259,P0771,Online,Online,1,155.11,0.0,155.11,8,2024,155.11,0.0,155.11,81.54,73.57
O01766,2024-04-21,C0612,P1106,S024,In-Store,2,88.1,0.1,158.58,4,2024,176.2,0.18,176.02,52.32,71.56
O01767,2025-03-31,C0135,P0417,S041,In-Store,1,56.54,0.05,53.71,3,2025,56.54,0.03,56.51,43.26,13.28
