product_id,product_name,category,brand,cost_price,unit_price,margin_pct,profitper_unit
P0743,BrandA Whatever,Electronics,BrandB,135.72,243.78,44.33,33085.82
P0744,BrandD Church,Electronics,BrandB,109.86,190.33,42.28,20909.65
P0745,BrandD Generation,Electronics,BrandB,9.63,16.81,42.71,161.88
P0746,BrandA Clear,Electronics,BrandA,15.58,28.27,44.89,440.45
P0747,BrandA Development,Apparel,BrandC,84.49,127.24,33.6,10750.51
P0748,BrandD Traditional,Personal Care,BrandC,8.29,14.14,41.37,117.22
P0749,BrandA Commercial,Electronics,BrandA,141.67,165.09,14.19,23388.3
P0750,BrandA Thus,Home & Kitchen,BrandC,123.28,166.84,26.11,20568.04
P0751,BrandD Receive,Personal Care,BrandD,165.31,186.43,11.33,30818.74
P0752,BrandB Teacher,Apparel,BrandB,150.62,273.69,44.97,41223.19
P0753,BrandC Dinner,Apparel,BrandC,137.07,263.55,47.99,36124.8
P0754,BrandC Natural,Electronics,BrandB,29.03,32.06,9.45,930.7
P0755,BrandD Ago,Electronics,BrandC,45.96,81.22,43.41,3732.87
P0756,BrandC Once,Apparel,BrandD,181.6,338.92,46.42,61547.87
P0757,BrandB Plant,Apparel,BrandB,48.05,88.95,45.98,4274.05
P0758,BrandB Film,Electronics,BrandB,135.84,218.78,37.91,29719.08
P0759,BrandA Summer,Personal Care,BrandA,61.68,71.59,13.84,4415.67
P0760,BrandA Create,Apparel,BrandD,190.55,270.85,29.65,51610.47
P0761,BrandB Around,Electronics,BrandC,125.81,240.31,47.65,30233.4
P0762,BrandC Opportunity,Personal Care,BrandD,69.03,116.9,40.95,8069.61
P0763,BrandB Suddenly,Home & Kitchen,BrandC,191.94,240.27,20.11,46117.42
P0764,BrandC Friend,Apparel,BrandB,143.88,241.25,40.36,34711.05
P0766,BrandD Room,Personal Care,BrandD,74.95,103.05,27.27,7723.6
P0767,BrandA Market,Apparel,BrandA,169.15,316.79,46.61,53585.03
P0768,BrandB Job,Apparel,BrandC,148.04,246.33,39.9,36466.69
P0769,BrandA Specific,Electronics,BrandA,163.47,264.99,38.31,43317.92
P0770,BrandB Piece,Electronics,BrandC,110.98,221.83,49.97,24618.69
P0771,BrandD Impact,Apparel,BrandC,81.54,155.11,47.43,12647.67
P0772,BrandC Fast,Apparel,BrandD,102.72,121.36,15.36,12466.1
P0773,BrandC Onto,Electronics,BrandB,170.36,311.06,45.23,52992.18
P0774,BrandB Star,Apparel,BrandD,36.05,58.03,37.88,2091.98
P0775,BrandB Far,Personal Care,BrandC,12.88,22.99,43.98,296.11
P0776,BrandB Scientist,Electronics,BrandC,77.04,87.71,12.17,6757.18
P0777,BrandB Hair,Home & Kitchen,BrandD,96.59,145.77,33.74,14079.92
P0778,BrandA News,Electronics,BrandC,25.13,49.55,49.28,1245.19
P0779,BrandC Recently,Home & Kitchen,BrandB,78.45,113.02,30.59,8866.42
P0780,BrandA Two,Home & Kitchen,BrandD,194.67,253.19,23.11,49288.5
P0781,BrandD Notice,Home & Kitchen,BrandC,99.94,153.3,34.81,15320.8
P0782,BrandA North,Apparel,BrandD,37.29,43.61,14.49,1626.22
P0783,BrandC Thus,Apparel,BrandB,41.45,59.11,29.88,2450.11
P0784,BrandA Player,Apparel,BrandD,163.18,285.28,42.8,46551.99
P0785,BrandD Pressure,Personal Care,BrandD,46.09,57.39,19.69,2645.11
P0786,BrandD Physical,Electronics,BrandB,13.41,21.67,38.12,290.59
P0787,BrandB Some,Apparel,BrandA,178.71,220.2,18.84,39351.94
P0788,BrandB Marriage,Home & Kitchen,BrandB,105.74,154.9,31.74,16379.13
P0789,BrandA Lot,Home & Kitchen,BrandA,47.24,77.75,39.24,3672.91
P0790,BrandD Coach,Personal Care,BrandB,47.78,70.22,31.96,3355.11
P0791,BrandB Key,Apparel,BrandC,37.71,64.75,41.76,2441.72
P0792,BrandD Benefit,Electronics,BrandB,78.75,96.0,17.97,7560.0
P0793,BrandA Mission,Apparel,BrandD,166.17,273.34,39.21,45420.91
P0794,BrandB Pm,Personal Care,BrandA,176.16,278.03,36.64,48977.76
P0795,BrandA Especially,Electronics,BrandD,133.58,255.38,47.69,34113.66
P0796,BrandA Impact,Personal Care,BrandD,77.22,87.96,12.21,6792.27
P0797,BrandD Fact,Apparel,BrandD,158.96,229.4,30.71,36465.42
P0798,BrandA Establish,Personal Care,BrandB,54.63,97.75,44.11,5340.08
P0799,BrandA Bed,Home & Kitchen,BrandD,55.27,61.07,9.5,3375.34
P0800,BrandA Customer,Electronics,BrandA,78.13,100.39,22.17,7843.47
P0801,BrandC Laugh,Personal Care,BrandC,25.78,38.24,32.58,985.83
P0802,BrandC Others,Home & Kitchen,BrandD,115.11,190.01,39.42,21872.05
P0803,BrandD She,Apparel,BrandD,112.66,180.46,37.57,20330.62
P0804,BrandB Theory,Home & Kitchen,BrandD,54.49,74.98,27.33,4085.66
P0805,BrandC Young,Personal Care,BrandB,171.72,290.78,40.95,49932.74
P0806,BrandB Way,Personal Care,BrandB,24.55,38.24,35.8,938.79
P0807,BrandC Five,Electronics,BrandB,80.88,135.25,40.2,10939.02
P0808,BrandA Since,Apparel,BrandD,185.54,276.8,32.97,51357.47
P0809,BrandA Baby,Home & Kitchen,BrandB,77.31,127.42,39.33,9850.84
P0810,BrandD Similar,Personal Care,BrandC,143.76,235.44,38.94,33846.85
P0811,BrandB Window,Personal Care,BrandD,7.09,13.23,46.41,93.8
P0812,BrandC Quite,Apparel,BrandA,157.87,246.2,35.88,38867.59
P0813,BrandB Democratic,Apparel,BrandA,75.15,126.97,40.81,9541.8
P0814,BrandB Own,Electronics,BrandC,157.04,222.65,29.47,34964.96
P0815,BrandD Trip,Personal Care,BrandB,105.96,186.83,43.29,19796.51
P0816,BrandA Want,Electronics,BrandC,146.6,235.03,37.62,34455.4
P0817,BrandC Hand,Home & Kitchen,BrandC,49.13,96.63,49.16,4747.43
P0818,BrandD Chair,Personal Care,BrandA,55.92,82.0,31.8,4585.44
P0819,BrandA Often,Electronics,BrandC,71.29,85.93,17.04,6125.95
P0821,BrandB Mouth,Home & Kitchen,BrandD,137.91,262.98,47.56,36267.57
P0822,BrandA Defense,Personal Care,BrandA,55.27,79.83,30.77,4412.2
P0823,BrandB Power,Apparel,BrandC,85.42,121.11,29.47,10345.22
P0824,BrandA One,Home & Kitchen,BrandB,61.02,89.03,31.46,5432.61
P0825,BrandC Subject,Electronics,BrandB,97.93,138.88,29.49,13600.52
P0826,BrandC Rather,Apparel,BrandB,102.3,130.91,21.85,13392.09
P0827,BrandB Argue,Home & Kitchen,BrandB,49.7,92.02,45.99,4573.39
P0828,BrandC Kitchen,Apparel,BrandA,28.38,33.22,14.57,942.78
P0829,BrandD Ability,Electronics,BrandA,170.36,244.31,30.27,41620.65
P0830,BrandC Technology,Personal Care,BrandC,100.71,200.01,49.65,20143.01
P0831,BrandC Away,Personal Care,BrandB,151.28,183.87,17.72,27815.85
P0832,BrandD Number,Personal Care,BrandA,102.98,149.77,31.24,15423.31
P0833,BrandB Guy,Personal Care,BrandA,141.16,213.73,33.95,30170.13
P0834,BrandA Perhaps,Electronics,BrandB,78.99,94.05,16.01,7429.01
P0835,BrandC Deep,Home & Kitchen,BrandB,111.97,147.06,23.86,16466.31
P0836,BrandD Big,Home & Kitchen,BrandC,40.86,60.54,32.51,2473.66
P0837,BrandD Wear,Home & Kitchen,BrandC,171.59,231.93,26.02,39796.87
P0839,BrandB Strategy,Personal Care,BrandD,43.23,78.68,45.06,3401.34
P0840,BrandB Social,Personal Care,BrandA,39.44,61.12,35.47,2410.57
P0841,BrandC Of,Personal Care,BrandC,53.94,101.01,46.6,5448.48
P0842,BrandA Group,Personal Care,BrandA,139.66,161.17,13.35,22509.0
P0843,BrandC Seat,Personal Care,BrandA,92.72,129.92,28.63,12046.18
P0844,BrandC Player,Home & Kitchen,BrandC,72.11,106.04,32.0,7646.54
P0845,BrandC Should,Apparel,BrandB,195.98,265.78,26.26,52087.56
P0846,BrandC Own,Personal Care,BrandD,178.48,257.54,30.7,45965.74
P0847,BrandC No,Personal Care,BrandB,174.31,292.23,40.35,50938.61
P0848,BrandC Process,Personal Care,BrandD,170.54,198.54,14.1,33859.01
P0850,BrandC Along,Personal Care,BrandC,178.1,321.09,44.53,57186.13
P0851,BrandC Away,Personal Care,BrandD,37.63,70.32,46.49,2646.14
P0852,BrandB Stay,Apparel,BrandC,188.39,326.03,42.22,61420.79
P0853,BrandA Since,Apparel,BrandB,82.42,97.75,15.68,8056.56
P0854,BrandD Role,Electronics,BrandA,155.33,244.11,36.37,37917.61
P0856,BrandD Occur,Home & Kitchen,BrandB,53.24,72.18,26.24,3842.86
P0857,BrandB Soon,Apparel,BrandB,10.57,17.94,41.08,189.63
P0858,BrandC East,Personal Care,BrandD,195.12,309.56,36.97,60401.35
P0859,BrandC Home,Personal Care,BrandB,194.06,335.31,42.13,65070.26
P0860,BrandB Shake,Personal Care,BrandD,107.07,179.4,40.32,19208.36
P0861,BrandC Buy,Home & Kitchen,BrandD,110.24,201.1,45.18,22169.26
P0862,BrandD Reveal,Home & Kitchen,BrandC,85.38,105.88,19.36,9040.03
P0863,BrandA Although,Electronics,BrandB,72.06,109.7,34.31,7904.98
P0864,BrandA Charge,Personal Care,BrandD,63.42,113.48,44.11,7196.9
P0866,BrandD Use,Personal Care,BrandB,36.84,64.96,43.29,2393.13
P0867,BrandD Seem,Personal Care,BrandB,56.28,83.3,32.44,4688.12
P0868,BrandB Need,Home & Kitchen,BrandC,131.45,207.53,36.66,27279.82
P0869,BrandC Onto,Personal Care,BrandB,171.43,216.72,20.9,37152.31
P0870,BrandC Accept,Electronics,BrandD,125.46,168.73,25.64,21168.87
P0871,BrandD Sort,Apparel,BrandC,8.78,10.05,12.64,88.24
P0872,BrandA Range,Apparel,BrandA,60.01,72.76,17.52,4366.33
P0873,BrandD Begin,Electronics,BrandB,22.59,25.15,10.18,568.14
P0874,BrandB Stop,Home & Kitchen,BrandD,65.76,119.65,45.04,7868.18
P0875,BrandC Worry,Personal Care,BrandA,69.4,129.03,46.21,8954.68
P0876,BrandB Budget,Electronics,BrandC,156.25,181.91,14.11,28423.44
P0877,BrandD Both,Apparel,BrandB,179.66,238.06,24.53,42769.86
P0878,BrandD Bed,Electronics,BrandA,195.05,340.01,42.63,66318.95
P0879,BrandD Son,Personal Care,BrandB,148.84,168.21,11.52,25036.38
P0880,BrandD Tv,Electronics,BrandB,97.2,166.53,41.63,16186.72
P0881,BrandC Who,Home & Kitchen,BrandB,127.69,145.31,12.13,18554.63
P0882,BrandA Worry,Home & Kitchen,BrandD,129.51,165.62,21.8,21449.45
P0883,BrandA Peace,Apparel,BrandA,51.01,76.04,32.92,3878.8
P0884,BrandA Management,Apparel,BrandC,119.02,173.32,31.33,20628.55
P0885,BrandB We,Electronics,BrandA,118.31,203.69,41.92,24098.56
P0886,BrandB Her,Home & Kitchen,BrandA,53.5,82.92,35.48,4436.22
P0887,BrandC Determine,Electronics,BrandA,74.33,92.06,19.26,6842.82
P0888,BrandA One,Apparel,BrandD,50.37,99.91,49.58,5032.47
P0889,BrandC Executive,Personal Care,BrandB,9.16,13.19,30.55,120.82
P0890,BrandB In,Home & Kitchen,BrandA,99.63,148.82,33.05,14826.94
P0891,BrandC Between,Personal Care,BrandB,115.51,183.58,37.08,21205.33
P0892,BrandC Effort,Personal Care,BrandC,174.19,285.46,38.98,49724.28
P0894,BrandC End,Personal Care,BrandA,156.3,243.1,35.71,37996.53
P0895,BrandB Mouth,Electronics,BrandC,156.32,205.55,23.95,32131.58
P0896,BrandA Matter,Personal Care,BrandB,107.19,165.91,35.39,17783.89
P0897,BrandB History,Home & Kitchen,BrandC,84.91,118.01,28.05,10020.23
P0898,BrandA Mention,Electronics,BrandA,167.86,204.25,17.82,34285.41
P0899,BrandA Sure,Apparel,BrandA,99.65,118.47,15.89,11805.54
P0900,BrandD Material,Personal Care,BrandC,14.57,18.92,22.99,275.66
P0901,BrandA Program,Electronics,BrandB,132.87,257.18,48.34,34171.51
P0902,BrandA Language,Personal Care,BrandA,75.38,133.36,43.48,10052.68
P0903,BrandD Degree,Home & Kitchen,BrandA,165.61,221.79,25.33,36730.64
P0904,BrandA Represent,Electronics,BrandC,20.2,26.15,22.75,528.23
P0905,BrandA Movement,Electronics,BrandB,108.67,138.07,21.29,15004.07
P0906,BrandB Prevent,Apparel,BrandD,150.49,269.33,44.12,40531.47
P0907,BrandC Into,Personal Care,BrandD,177.15,221.46,20.01,39231.64
P0908,BrandB Everybody,Personal Care,BrandC,133.22,210.56,36.73,28050.8
P0909,BrandD Lawyer,Home & Kitchen,BrandC,112.27,224.22,49.93,25173.18
P0910,BrandC Police,Personal Care,BrandD,166.1,231.06,28.11,38379.07
P0911,BrandB Type,Apparel,BrandD,154.31,298.36,48.28,46039.93
P0912,BrandC Name,Home & Kitchen,BrandD,92.26,134.46,31.38,12405.28
P0913,BrandA Group,Home & Kitchen,BrandA,105.93,211.23,49.85,22375.59
P0914,BrandC Skin,Electronics,BrandC,196.96,254.74,22.68,50173.59
P0915,BrandC Machine,Electronics,BrandC,184.23,287.43,35.9,52953.23
P0916,BrandB Answer,Electronics,BrandA,94.77,117.56,19.39,11141.16
P0917,BrandC Ago,Home & Kitchen,BrandB,50.43,92.29,45.36,4654.18
P0918,BrandA Decision,Personal Care,BrandB,148.18,259.5,42.9,38452.71
P0919,BrandD Inside,Apparel,BrandD,166.01,285.64,41.88,47419.1
P0920,BrandA Player,Home & Kitchen,BrandA,147.5,238.75,38.22,35215.62
P0921,BrandA Help,Electronics,BrandC,72.85,133.71,45.52,9740.77
P0922,BrandD Himself,Electronics,BrandB,150.8,281.17,46.37,42400.44
P0923,BrandA A,Personal Care,BrandA,64.43,73.26,12.05,4720.14
P0924,BrandB Measure,Home & Kitchen,BrandB,34.87,59.5,41.39,2074.76
P0925,BrandD Couple,Personal Care,BrandA,48.31,65.74,26.51,3175.9
P0926,BrandD Skill,Apparel,BrandB,70.55,107.82,34.57,7606.7
P0927,BrandA Past,Personal Care,BrandC,21.59,33.5,35.55,723.26
P0928,BrandB Present,Apparel,BrandD,114.06,175.55,35.03,20023.23
P0929,BrandB Information,Apparel,BrandB,18.97,34.13,44.42,647.45
P0930,BrandC Other,Electronics,BrandA,135.99,201.43,32.49,27392.47
P0931,BrandC Hot,Apparel,BrandC,72.18,121.97,40.82,8803.79
P0932,BrandC Apply,Apparel,BrandC,125.16,249.21,49.78,31191.12
P0933,BrandD Old,Apparel,BrandD,13.75,25.25,45.54,347.19
P0934,BrandB Personal,Home & Kitchen,BrandB,152.76,285.28,46.45,43579.37
P0935,BrandA My,Electronics,BrandB,190.04,367.55,48.3,69849.2
P0936,BrandC Baby,Electronics,BrandC,140.29,168.37,16.68,23620.63
P0937,BrandD Catch,Personal Care,BrandA,69.72,123.13,43.38,8584.62
P0938,BrandB Worry,Apparel,BrandC,112.02,186.04,39.79,20840.2
P0939,BrandB Listen,Electronics,BrandD,118.69,201.44,41.08,23908.91
P0940,BrandA Past,Home & Kitchen,BrandB,16.72,21.41,21.91,357.98
P0941,BrandC Cut,Electronics,BrandD,132.68,146.94,9.7,19496.0
P0942,BrandD Similar,Home & Kitchen,BrandC,173.54,193.87,10.49,33644.2
P0943,BrandD Because,Apparel,BrandD,104.17,181.12,42.49,18867.27
P0944,BrandC Development,Personal Care,BrandA,41.35,64.12,35.51,2651.36
P0945,BrandD Far,Electronics,BrandA,53.24,83.93,36.57,4468.43
P0946,BrandC Often,Personal Care,BrandD,150.16,167.66,10.44,25175.83
P0947,BrandC International,Home & Kitchen,BrandC,51.06,101.12,49.51,5163.19
P0948,BrandC Sister,Electronics,BrandC,176.34,335.29,47.41,59125.04
P0949,BrandA Fall,Home & Kitchen,BrandB,34.58,65.96,47.57,2280.9
P0951,BrandB Space,Personal Care,BrandB,116.72,173.19,32.61,20214.74
P0952,BrandC Her,Home & Kitchen,BrandD,110.74,142.42,22.24,15771.59
P0953,BrandB Tax,Apparel,BrandB,65.25,113.18,42.35,7385.0
P0954,BrandB Hotel,Personal Care,BrandB,132.97,213.86,37.82,28436.96
P0955,BrandB Power,Home & Kitchen,BrandA,113.68,222.1,48.82,25248.33
P0956,BrandA Beat,Apparel,BrandC,168.71,207.68,18.76,35037.69
P0957,BrandA Sense,Home & Kitchen,BrandD,192.43,264.21,27.17,50841.93
P0958,BrandC It,Apparel,BrandB,25.82,32.7,21.04,844.31
P0959,BrandC Figure,Apparel,BrandB,50.03,56.21,10.99,2812.19
P0960,BrandA Whatever,Personal Care,BrandB,102.95,169.27,39.18,17426.35
P0961,BrandC Research,Apparel,BrandD,100.83,123.39,18.28,12441.41
P0962,BrandB Image,Apparel,BrandA,84.67,166.96,49.29,14136.5
P0963,BrandC Ability,Personal Care,BrandB,149.76,297.94,49.73,44619.49
P0964,BrandB Board,Electronics,BrandB,185.79,369.18,49.67,68589.95
P0965,BrandD Produce,Home & Kitchen,BrandD,178.08,264.41,32.65,47086.13
P0966,BrandA Nature,Personal Care,BrandC,81.86,159.24,48.59,13035.39
P0967,BrandA It,Electronics,BrandD,94.1,177.85,47.09,16735.68
P0968,BrandB Long,Personal Care,BrandA,113.75,177.96,36.08,20242.95
P0969,BrandA Team,Apparel,BrandC,90.71,171.98,47.26,15600.31
P0970,BrandC Woman,Personal Care,BrandB,87.38,144.34,39.46,12612.43
P0971,BrandA Enjoy,Apparel,BrandD,166.83,251.33,33.62,41929.38
P0972,BrandA Only,Apparel,BrandB,81.65,113.58,28.11,9273.81
P0973,BrandA Water,Apparel,BrandD,120.11,209.16,42.58,25122.21
P0975,BrandB Mission,Electronics,BrandA,27.26,41.01,33.53,1117.93
P0976,BrandC Face,Electronics,BrandD,146.74,290.2,49.43,42583.95
P0977,BrandB Sometimes,Personal Care,BrandD,13.56,17.0,20.24,230.52
P0978,BrandC Ability,Apparel,BrandB,174.42,219.94,20.7,38361.93
P0979,BrandA Order,Personal Care,BrandC,65.36,117.11,44.19,7654.31
P0980,BrandD Set,Home & Kitchen,BrandB,27.92,34.02,17.93,949.84
P0981,BrandB Four,Electronics,BrandC,7.38,11.42,35.38,84.28
P0982,BrandD Visit,Electronics,BrandD,51.39,83.76,38.65,4304.43
P0983,BrandD Garden,Personal Care,BrandD,91.17,149.62,39.07,13640.86
P0984,BrandA Cover,Apparel,BrandC,125.85,201.59,37.57,25370.1
P0985,BrandB Play,Electronics,BrandB,33.91,57.24,40.76,1941.01
P0986,BrandA Film,Apparel,BrandA,135.06,250.43,46.07,33823.08
P0987,BrandC Author,Home & Kitchen,BrandA,14.56,21.48,32.22,312.75
P0989,BrandB Eat,Personal Care,BrandC,186.64,220.95,15.53,41238.11
P0990,BrandC Apply,Home & Kitchen,BrandC,180.02,330.92,45.6,59572.22
P0991,BrandD Stand,Electronics,BrandC,96.81,117.12,17.34,11338.39
P0992,BrandC Pressure,Home & Kitchen,BrandD,107.31,185.24,42.07,19878.1
P0993,BrandA Morning,Electronics,BrandA,99.31,170.79,41.85,16961.15
P0994,BrandC Bag,Personal Care,BrandC,55.63,89.99,38.18,5006.14
P0995,BrandC Base,Apparel,BrandD,106.34,177.45,40.07,18870.03
P0996,BrandD Care,Apparel,BrandB,143.17,283.67,49.53,40613.03
P0997,BrandA Dream,Electronics,BrandA,95.65,173.8,44.97,16623.97
P0998,BrandB Stuff,Personal Care,BrandD,13.87,19.62,29.31,272.13
P0999,BrandB Public,Electronics,BrandB,139.55,185.46,24.75,25880.94
P1000,BrandA Bed,Home & Kitchen,BrandC,103.8,144.44,28.14,14992.87
P1002,BrandA Lot,Apparel,BrandB,69.45,97.52,28.78,6772.76
P1003,BrandD Floor,Personal Care,BrandA,130.9,200.71,34.78,26272.94
P1004,BrandD Bill,Home & Kitchen,BrandD,157.88,232.49,32.09,36705.52
P1005,BrandA Arm,Home & Kitchen,BrandC,113.26,126.49,10.46,14326.26
P1006,BrandC Role,Home & Kitchen,BrandA,194.07,262.46,26.06,50935.61
P1007,BrandA Few,Home & Kitchen,BrandD,127.17,236.3,46.18,30050.27
P1008,BrandD Smile,Apparel,BrandA,173.6,308.38,43.71,53534.77
P1009,BrandC Then,Electronics,BrandC,85.7,132.61,35.37,11364.68
P1010,BrandB Future,Home & Kitchen,BrandD,166.74,228.83,27.13,38155.11
P1011,BrandC Receive,Apparel,BrandA,77.97,88.39,11.79,6891.77
P1012,BrandB Up,Electronics,BrandD,103.67,188.59,45.03,19551.13
P1013,BrandB Wide,Apparel,BrandC,185.11,325.64,43.16,60279.22
P1014,BrandC Still,Home & Kitchen,BrandB,155.05,184.27,15.86,28571.06
P1015,BrandB Southern,Apparel,BrandA,94.58,164.79,42.61,15585.84
P1016,BrandA Watch,Electronics,BrandC,186.81,321.0,41.8,59966.01
P1017,BrandA Election,Home & Kitchen,BrandD,178.39,212.78,16.16,37957.82
P1018,BrandC Participant,Electronics,BrandC,129.58,167.01,22.41,21641.16
P1019,BrandB Try,Apparel,BrandC,58.95,81.78,27.92,4820.93
P1020,BrandD Oil,Electronics,BrandC,34.12,45.93,25.71,1567.13
P1021,BrandA See,Electronics,BrandB,110.79,176.65,37.28,19571.05
P1022,BrandC Much,Apparel,BrandC,116.95,146.67,20.26,17153.06
P1023,BrandC Magazine,Home & Kitchen,BrandD,14.89,16.77,11.21,249.71
P1024,BrandA None,Electronics,BrandD,15.49,22.98,32.59,355.96
P1025,BrandB Recent,Personal Care,BrandC,65.93,121.03,45.53,7979.51
P1026,BrandA Network,Personal Care,BrandB,23.12,42.13,45.12,974.05
P1027,BrandD Source,Electronics,BrandD,65.53,110.09,40.48,7214.2
P1028,BrandD Tree,Personal Care,BrandB,189.75,233.27,18.66,44262.98
P1029,BrandC Energy,Home & Kitchen,BrandD,40.75,78.47,48.07,3197.65
P1030,BrandC Important,Home & Kitchen,BrandD,100.06,115.95,13.7,11601.96
P1031,BrandA Seek,Home & Kitchen,BrandD,94.94,119.03,20.24,11300.71
P1032,BrandC Travel,Apparel,BrandA,84.11,146.59,42.62,12329.68
P1033,BrandA Life,Home & Kitchen,BrandA,159.52,251.96,36.69,40192.66
P1034,BrandD Left,Personal Care,BrandB,126.07,200.85,37.23,25321.16
P1035,BrandD Several,Personal Care,BrandA,71.44,130.92,45.43,9352.92
P1036,BrandD Knowledge,Personal Care,BrandC,111.18,145.93,23.81,16224.5
P1037,BrandA Try,Personal Care,BrandA,120.47,182.71,34.06,22011.07
P1038,BrandA Store,Personal Care,BrandB,65.07,95.34,31.75,6203.77
P1039,BrandA Owner,Personal Care,BrandC,101.39,171.77,40.97,17415.76
P1040,BrandA Series,Apparel,BrandB,178.02,340.54,47.72,60622.93
P1041,BrandA Gas,Apparel,BrandB,93.33,127.15,26.6,11866.91
P1042,BrandD Economic,Apparel,BrandB,137.9,190.98,27.79,26336.14
P1043,BrandC Apply,Personal Care,BrandC,198.11,321.82,38.44,63755.76
P1044,BrandD Relationship,Apparel,BrandC,17.17,32.81,47.67,563.35
P1045,BrandA Best,Electronics,BrandC,26.39,35.73,26.14,942.91
P1046,BrandA Back,Apparel,BrandD,141.93,206.49,31.27,29307.13
P1047,BrandC Mission,Personal Care,BrandD,79.41,126.31,37.13,10030.28
P1048,BrandB Almost,Personal Care,BrandB,41.7,60.3,30.85,2514.51
P1049,BrandC Practice,Personal Care,BrandB,61.25,115.48,46.96,7073.15
P1050,BrandB Director,Apparel,BrandA,18.99,21.16,10.26,401.83
P1051,BrandD Between,Personal Care,BrandB,21.51,36.09,40.4,776.3
P1052,BrandD Goal,Personal Care,BrandD,126.53,190.93,33.73,24158.37
P1053,BrandD Environment,Personal Care,BrandD,74.28,94.13,21.09,6991.98
P1054,BrandA Box,Personal Care,BrandB,143.87,193.12,25.5,27784.17
P1055,BrandC Red,Electronics,BrandA,115.79,200.83,42.34,23254.11
P1056,BrandA Consumer,Personal Care,BrandA,32.71,57.51,43.12,1881.15
P1057,BrandC Particularly,Personal Care,BrandA,107.05,176.53,39.36,18897.54
P1058,BrandB Letter,Personal Care,BrandA,138.39,219.39,36.92,30361.38
P1059,BrandC My,Electronics,BrandC,109.33,121.32,9.88,13263.92
P1060,BrandD Force,Personal Care,BrandC,87.1,171.11,49.1,14903.68
P1061,BrandC Rate,Home & Kitchen,BrandB,11.89,22.95,48.19,272.88
P1062,BrandC New,Home & Kitchen,BrandA,127.71,206.93,38.28,26427.03
P1063,BrandA Game,Home & Kitchen,BrandA,60.93,71.55,14.84,4359.54
P1064,BrandA After,Home & Kitchen,BrandC,30.85,41.74,26.09,1287.68
P1066,BrandB Human,Personal Care,BrandC,162.53,217.0,25.1,35269.01
P1067,BrandB Move,Personal Care,BrandB,160.88,301.78,46.69,48550.37
P1068,BrandC Throughout,Electronics,BrandB,121.13,222.82,45.64,26990.19
P1069,BrandD And,Personal Care,BrandD,51.4,76.9,33.16,3952.66
P1070,BrandB Gas,Apparel,BrandC,15.59,20.86,25.26,325.21
P1071,BrandA Across,Electronics,BrandB,95.48,145.95,34.58,13935.31
P1072,BrandD Pay,Apparel,BrandD,138.28,200.65,31.08,27745.88
P1073,BrandC Not,Apparel,BrandD,7.31,14.14,48.3,103.36
P1074,BrandD Contain,Personal Care,BrandC,192.54,330.13,41.68,63563.23
P1075,BrandA Those,Electronics,BrandC,191.46,285.01,32.82,54568.01
P1076,BrandC Enjoy,Home & Kitchen,BrandC,57.08,67.84,15.86,3872.31
P1077,BrandD Affect,Personal Care,BrandB,148.19,241.53,38.65,35792.33
P1078,BrandB Recognize,Home & Kitchen,BrandB,66.09,73.33,9.87,4846.38
P1079,BrandA New,Electronics,BrandA,85.19,133.98,36.42,11413.76
P1080,BrandD American,Home & Kitchen,BrandB,146.42,194.26,24.63,28443.55
P1081,BrandA Compare,Electronics,BrandA,16.09,26.3,38.82,423.17
P1082,BrandB Financial,Electronics,BrandA,21.85,35.93,39.19,785.07
P1083,BrandD Part,Apparel,BrandA,140.65,186.78,24.7,26270.61
P1084,BrandD Man,Electronics,BrandD,184.93,249.42,25.86,46125.24
P1085,BrandD Media,Home & Kitchen,BrandC,36.58,42.67,14.27,1560.87
P1086,BrandA Language,Personal Care,BrandD,69.87,80.63,13.34,5633.62
P1087,BrandC Drive,Apparel,BrandD,18.53,36.72,49.54,680.42
P1088,BrandB Back,Personal Care,BrandB,130.87,156.73,16.5,20511.26
P1089,BrandD Song,Apparel,BrandA,182.96,319.06,42.66,58375.22
P1090,BrandA This,Electronics,BrandA,18.73,32.87,43.02,615.66
P1091,BrandD Not,Electronics,BrandD,34.03,57.04,40.34,1941.07
P1092,BrandA Himself,Personal Care,BrandC,34.56,48.28,28.42,1668.56
P1093,BrandD Hand,Electronics,BrandD,98.24,143.78,31.67,14124.95
P1094,BrandA Vote,Apparel,BrandA,79.96,137.56,41.87,10999.3
P1095,BrandD Concern,Electronics,BrandC,70.02,96.11,27.15,6729.62
P1096,BrandA Here,Electronics,BrandC,109.25,214.66,49.11,23451.6
P1097,BrandA Executive,Personal Care,BrandC,131.32,165.33,20.57,21711.14
P1098,BrandA Support,Personal Care,BrandB,63.28,91.83,31.09,5811.0
P1099,BrandA When,Home & Kitchen,BrandD,21.55,35.98,40.11,775.37
P1100,BrandB Standard,Apparel,BrandA,42.65,74.54,42.78,3179.13
P1101,BrandB Term,Personal Care,BrandD,17.28,27.41,36.96,473.64
P1102,BrandC Up,Personal Care,BrandD,193.48,215.69,10.3,41731.7
P1103,BrandC Major,Electronics,BrandC,158.62,180.59,12.17,28645.19
P1104,BrandA Reason,Apparel,BrandD,188.32,354.64,46.9,66785.8
P1105,BrandB Important,Apparel,BrandA,12.19,14.96,18.52,182.36
P1106,BrandA Interest,Personal Care,BrandA,52.32,88.1,40.61,4609.39
